"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"308","H0TX07170","HUNT, WESLEY","REP",2022,"H","TX",38,"C00701003"
"309","H0TX07220","REHMAN, LAIQUE","REP",2022,"H","TX",7,"C00800581"
"310","H0TX08145","JONES, LAURA","DEM",2022,"H","TX",8,"C00721597"
"311","H0TX09176","TEAGUE, JOHNNY MARK DR.","REP",2022,"H","TX",7,"C00706242"
"312","H0TX09184","WILLIAMS, MELISSA MECHELLE","REP",2022,"H","TX",9,"C00709865"
"313","H0TX10240","ERIKSEN, ROY","LIB",2022,"H","TX",8,""
"314","H0TX11230","PFLUGER, AUGUST LEE II","REP",2022,"H","TX",11,"C00719294"
"315","H0TX12246","PUTNAM, CHRIS","REP",2022,"H","TX",12,"C00720474"
"316","H0TX13228","JACKSON, RONNY LYNN","REP",2022,"H","TX",13,"C00730531"
"317","H0TX14218","WILLIAMS, MIKAL D. DR","DEM",2022,"H","TX",14,"C00723734"
"318","H0TX14234","SAJNA, CYRUS","DEM",2022,"H","TX",14,"C00734400"
"319","H0TX15108","KRAUSE, RYAN PATRICK","REP",2022,"H","TX",15,"C00662841"
"320","H0TX15124","DE LA CRUZ, MONICA","REP",2022,"H","TX",15,"C00723072"
"321","H0TX16106","ARMENDARIZ-JACKSON, IRENE","REP",2022,"H","TX",16,"C00714378"
"322","H0TX20124","MCQUEEN, ELDON DAN","REP",2022,"H","TX",35,"C00715896"
"323","H0TX22302","NEHLS, TROY","REP",2022,"H","TX",22,"C00730150"
"324","H0TX22369","LEBLANC, JOSEPH JR.","LIB",2022,"H","TX",22,""
"325","H0TX24209","VAN DUYNE, ELIZABETH ANN","REP",2022,"H","TX",24,"C00714865"
"326","H0TX26170","CUNNINGHAM, WILLIAM ROBERT MR. JR.","IND",2022,"H","TX",26,"C00750117"
"327","H0TX28069","WHITTEN, SANDRA LINN MRS.","REP",2022,"H","TX",28,"C00700823"
"328","H0TX28077","CISNEROS, JESSICA","DEM",2022,"H","TX",28,"C00709006"
"329","H0TX30081","CLEVELAND, SHENITA LACHE","DEM",2022,"H","TX",30,"C00721134"
"330","H0TX31030","GARAPATI, ABHIRAM","REP",2022,"H","TX",31,"C00693051"
"331","H0TX31048","WILLIAMS, MICHAEL HOWARD","REP",2022,"H","TX",31,"C00702019"
"332","H0TX31097","IMAM, DONNA","DEM",2022,"H","TX",37,"C00782706"
"333","H0TX32053","PENNIE, DEMETRICK TRE DR.","REP",2022,"H","TX",30,"C00707059"
"334","H0TX32087","COLLINS, GENEVIEVE D","REP",2022,"H","TX",32,"C00715235"
"335","H0TX34018","RODRIGUEZ, OSBERT GAMALIEL","DEM",2022,"H","TX",34,"C00719377"
"336","H0TX34026","ZAVALA, DIEGO ALBERTO MR.","DEM",2022,"H","TX",34,"C00713321"
"337","H0TX34034","LINGSCH, ROD","REP",2022,"H","TX",37,""
"338","H0TX34059","ROYAL, CHRIS B.","IND",2022,"H","TX",34,""
"339","H0TX35015","GONZALES, ERNEST ANTHONY TONY II","REP",2022,"H","TX",23,"C00706614"
"340","H0TX35064","SHARON, JENNIFER","REP",2022,"H","TX",37,"C00740068"
"341","H0UT01114","CANNON, TINA","REP",2022,"H","UT",1,"C00806356"
"342","H0UT01205","MOORE, BLAKE","REP",2022,"H","UT",1,"C00738872"
"343","H0UT03235","CUMMINGS, DANIEL CLYDE","CON",2022,"H","UT",3,"C00736397"
"344","H0UT04076","OWENS, BURGESS","REP",2022,"H","UT",4,"C00725853"
"345","H0VA02167","BAAN, ANDY","REP",2022,"H","VA",2,"C00719104"
"346","H0VA02175","BELL, JAROME","REP",2022,"H","VA",2,"C00725267"
"347","H0VA02183","FOSTER, DAVID B.","IND",2022,"H","VA",1,"C00734699"
"348","H0VA03124","COLLICK, JOHN WILLIAM MR. JR.","REP",2022,"H","VA",3,"C00703835"
"349","H0VA04064","BENJAMIN, LEON MR. SR.","REP",2022,"H","VA",4,"C00733485"
"350","H0VA05160","GOOD, ROBERT G.","REP",2022,"H","VA",5,"C00721308"
"351","H0VA07109","RAMIREZ, TINA MARIE MRS.","REP",2022,"H","VA",7,"C00704643"
"352","H0VA08172","KIM, HEERAK CHRISTIAN DR.","REP",2022,"H","VA",8,"C00728899"
"353","H0VA09055","GRIFFITH, H MORGAN","REP",2022,"H","VA",9,"C00477240"
"354","H0VA09121","DICKERSON, CAMERON D.","DEM",2022,"H","VA",9,"C00729020"
"355","H0VA11127","ANANTATMULA, MANGA","REP",2022,"H","VA",11,"C00740449"
"356","H0WA01124","CHARTRAND, DEREK","REP",2022,"H","WA",1,"C00746917"
"357","H0WA01140","HEINES, MATTHEW","REP",2022,"H","WA",1,"C00817924"
"358","H0WA02080","LARSEN, RICK","DEM",2022,"H","WA",2,"C00345546"
"359","H0WA02189","CALL, JASON","DEM",2022,"H","WA",2,"C00765180"
"360","H0WA02221","HART, CODY","OTH",2022,"H","WA",2,""
"361","H0WA03187","HERRERA BEUTLER, JAIME","REP",2022,"H","WA",3,"C00472704"
"362","H0WA06081","KREISELMAIER, ELIZABETH","REP",2022,"H","WA",6,"C00726513"
"363","H0WA06099","PARSON, REBECCA ELIZABETH","DEM",2022,"H","WA",6,"C00710632"
"364","H0WA08046","DELBENE, SUZAN K","DEM",2022,"H","WA",1,"C00459099"
"365","H0WA08103","JENSEN, JESSE","REP",2022,"H","WA",8,"C00720870"
"366","H0WA08111","GORDON, DAN EARNEST MR","REP",2022,"H","WA",10,"C00738963"
"367","H0WA08145","BURKETT, RYAN DEAN","NNE",2022,"H","WA",8,""
"368","H0WA10034","STRICKLAND, MARILYN","DEM",2022,"H","WA",10,"C00732826"
"369","H0WI03118","NEUMANN, MARK ALLEN","DEM",2022,"H","WI",3,"C00797142"
"370","H0WI03175","VAN ORDEN, DERRICK F. MR.","REP",2022,"H","WI",3,"C00742007"
"371","H0WI05113","FITZGERALD, SCOTT","REP",2022,"H","WI",5,"C00720011"
"372","H0WI06194","WASHBURN, AMY IRENE MS.","DEM",2022,"H","WI",6,"C00728311"
"373","H0WI07101","TIFFANY, TOM","REP",2022,"H","WI",7,"C00718635"
"374","H0WV01072","MCKINLEY, DAVID B. MR.","REP",2022,"H","WV",2,"C00473132"
"375","H0WV03144","WATSON, EUGENE LACY","DEM",2022,"H","WV",3,"C00704635"
"376","H0WV03193","FOX-SPENCER, BELINDA","IND",2022,"H","WV",1,"C00759621"
"377","H0WY01036","GREYBULL, LYNNETTE","DEM",2022,"H","WY",0,"C00749598"
"378","H1FL20011","VILME, PRADEL","DEM",2022,"H","FL",20,"C00780627"
"379","H2AK00192","PEREZ, JULIO","REP",2022,"H","AK",0,""
"380","H2AK00200","CONSTANT, CHRISTOPHER","DEM",2022,"H","AK",0,"C00805580"
"381","H2AK00218","REVAK, JOSHUA CARL","REP",2022,"H","AK",0,"C00811141"
"382","H2AK00226","PALIN, SARAH","REP",2022,"H","AK",0,"C00811323"
"383","H2AK00242","NOTTI, EMIL","DEM",2022,"H","AK",0,"C00814087"
"384","H2AK00259","THOMAS, ERNEST F.","DEM",2022,"H","AK",0,""
"385","H2AK00267","ARMSTRONG, JAY R","W",2022,"H","AK",0,"C00810986"
"386","H2AK00275","CALLAHAN, JOHN T.","REP",2022,"H","AK",0,""
"387","H2AK00283","FLORSCHUTZ, OTTO H. III","REP",2022,"H","AK",0,"C00811547"
"388","H2AK00291","GIBBONS, THOMAS R. ""TOM""","REP",2022,"H","AK",0,""
"389","H2AK00309","MELANDER, MIKEL E.","REP",2022,"H","AK",0,""
"390","H2AK00317","SUMNER, MAXWELL","REP",2022,"H","AK",0,""
"391","H2AK00325","TROTTER, RICHARD ""CLAYTON""","REP",2022,"H","AK",0,""
"392","H2AK00333","WELTER, BRADLEY D.","REP",2022,"H","AK",0,""
"393","H2AK00341","WOODWARD, JO","REP",2022,"H","AK",0,""
"394","H2AK00358","ORNELAS, ROBERT","OTH",2022,"H","AK",0,"C00782342"
"395","H2AK00366","HOWE, JOHN WAYNE","OTH",2022,"H","AK",0,""
"396","H2AK00374","AGUAYO, DENNIS W. ""DENNY""","N",2022,"H","AK",0,""
"397","H2AK00382","BROWN, ROBERT","N",2022,"H","AK",0,""
"398","H2AK00390","CARLE, ARLENE","N",2022,"H","AK",0,""
"399","H2AK00408","FOSTER, LAUREL A.","N",2022,"H","AK",0,""
"400","H2AK00416","HEINTZ, TED S.","N",2022,"H","AK",0,""
"401","H2AK00424","KNIGHT, DON","N",2022,"H","AK",0,""
"402","H2AK00432","MCCABE, ANNE M","N",2022,"H","AK",0,""
"403","H2AK00440","BEAL, BRIAN T.","UND",2022,"H","AK",0,""
"404","H2AK00457","BECK, TIM","UND",2022,"H","AK",0,""
"405","H2AK00465","GRIFFIN, KARYN","UND",2022,"H","AK",0,""
"406","H2AK00473","PELLEGRINI, SILVIO E.","UND",2022,"H","AK",0,""
"407","H2AK00481","THISTLE, DAVID","UND",2022,"H","AK",0,"C00812073"
"408","H2AK00499","WILLIAMS, JASON G.","UND",2022,"H","AK",0,""
"409","H2AK00507","SNOWDEN, BRAD","REP",2022,"H","AK",0,""
"410","H2AK00515","WILLIAMS, DENISE A.","REP",2022,"H","AK",0,""
"411","H2AK00523","STRIZAK, SHERRY A.","UND",2022,"H","AK",0,""
"412","H2AK00531","PHELPS, ANDREW H.","N",2022,"H","AK",0,""
"413","H2AK00549","WILSON, TREMAYNE","N",2022,"H","AK",0,""
"414","H2AK00556","AMBROSE, DAVID","W",2022,"H","AK",0,"C00822163"
"415","H2AK00564","BREDAR, JOE","W",2022,"H","AK",0,""
"416","H2AK01034","MILLIGAN, MIKE","DEM",2022,"H","AK",0,"C00273870"
"417","H2AK01059","PURHAM, RANDY","REP",2022,"H","AK",0,"C00774224"
"418","H2AK01067","EVANS, SHANNON SCOTT MR.","REP",2022,"H","AK",0,"C00778613"
"419","H2AK01075","BRELSFORD, GREGG BOWYER MR.","IND",2022,"H","AK",0,"C00783654"
"420","H2AK01083","BEGICH, NICHOLAS III","REP",2022,"H","AK",0,"C00792341"
"421","H2AK01091","MYERS, J.R.","LIB",2022,"H","AK",0,"C00810259"
"422","H2AK01109","CROPLEY, TYLER","NNE",2022,"H","AK",0,""
"423","H2AK01125","HUGHES, DAVID M","IND",2022,"H","AK",0,"C00810663"
"424","H2AK01133","COGHILL, JOHN B JR.","REP",2022,"H","AK",0,"C00811414"
"425","H2AK01141","CLAUS, SANTA","UN",2022,"H","AK",0,"C00811190"
"426","H2AK01158","PELTOLA, MARY","DEM",2022,"H","AK",0,"C00812388"
"427","H2AK01166","GROSS, ALAN","IND",2022,"H","AK",0,"C00811299"
"428","H2AK01174","SWEENEY, TARA M","REP",2022,"H","AK",0,"C00811315"
"429","H2AK01182","DUTCHESS, LADY DONNA","W",2022,"H","AK",0,"C00812057"
"430","H2AK01190","LOWENFELS, JEFF","NON",2022,"H","AK",0,"C00812263"
"431","H2AK01208","METTLER, SHERRY","NNE",2022,"H","AK",0,"C00812719"
"432","H2AK01216","BYE, CHRIS","LIB",2022,"H","AK",0,"C00806059"
"433","H2AK01224","HALCRO, ANDREW J MR","REP",2022,"H","AK",0,""
"434","H2AK01232","LYONS, ROBERT","REP",2022,"H","AK",0,"C00794313"
"435","H2AK01240","WOOL, ADAM L","DEM",2022,"H","AK",0,"C00814053"
"436","H2AK01257","LEBLANC, DAVIS LEE MR. JR","REP",2022,"H","AK",0,"C00816199"
"437","H2AL01200","ALCORN, PETER DAVID","REP",2022,"H","AL",1,"C00790782"
"438","H2AL01218","REMREY, ALEXANDER M.","LIB",2022,"H","AL",1,""
"439","H2AL02158","ANDERSON, TERELL","DEM",2022,"H","AL",2,"C00776674"
"440","H2AL02166","PATEL, VIMAL","DEM",2022,"H","AL",2,"C00790998"
"441","H2AL02174","SLATE, JACK","DEM",2022,"H","AL",2,"C00787572"
"442","H2AL02182","COLEMAN, JEFF","REP",2022,"H","AL",2,"C00804559"
"443","H2AL02190","SMITH, JONATHAN","LIB",2022,"H","AL",2,"C00808667"
"444","H2AL02208","REALZ, JONATHAN","LIB",2022,"H","AL",2,""
"445","H2AL03032","ROGERS, MICHAEL","REP",2022,"H","AL",3,"C00367862"
"446","H2AL03107","BELL, DOUGLAS A.","IND",2022,"H","AL",3,"C00777540"
"447","H2AL03123","JOINER, MICHAEL T","REP",2022,"H","AL",3,"C00802041"
"448","H2AL03131","VEASEY, KAREN LIN MRS","DEM",2022,"H","AL",3,"C00817130"
"449","H2AL03149","VEASEY, LIN","DEM",2022,"H","AL",3,""
"450","H2AL04071","GADDIS, JOSHUA","REP",2022,"H","AL",4,"C00768713"
"451","H2AL04097","GORE, RHONDA","DEM",2022,"H","AL",4,"C00781617"
"452","H2AL04105","COCHRAN, JOHN","LIB",2022,"H","AL",4,"C00819706"
"453","H2AL05102","STRONG, DALE WHITNEY","REP",2022,"H","AL",5,"C00774281"
"454","H2AL05110","BLALOCK, KEVIN ANDREW","REP",2022,"H","AL",5,"C00775700"
"455","H2AL05128","WARDYNSKI, CASEY","REP",2022,"H","AL",5,"C00778142"
"456","H2AL05136","WRIGHT, HARRISON GAGE WOODARD","REP",2022,"H","AL",5,"C00779371"
"457","H2AL05144","THOMPSON, CHARLES","AL",2022,"H","AL",5,"C00784553"
"458","H2AL05169","ROBERTS, JOHN","REP",2022,"H","AL",5,"C00785683"
"459","H2AL05177","WARNER-STANTON, KATHY L","DEM",2022,"H","AL",5,"C00791558"
"460","H2AL05193","DONNELL, DEXTER","REP",2022,"H","AL",5,"C00795971"
"461","H2AL05201","EHRLE, DOUGLAS EUGENE","REP",2022,"H","AL",5,"C00802272"
"462","H2AL05219","SANFORD, PAUL","REP",2022,"H","AL",5,"C00792861"
"463","H2AL05227","GREER, PHILLIP JOSEPH MR.","LIB",2022,"H","AL",5,"C00819086"
"464","H2AL06175","PRIDMORE, JAY PATRICK","REP",2022,"H","AL",6,""
"465","H2AL06183","CHIEFFO, ANDRIA","LIB",2022,"H","AL",6,""
"466","H2AL07173","NICHOLS, BEATRICE JACKSON","REP",2022,"H","AL",7,"C00762344"
"467","H2AL07181","GOODMAN, GAVIN JOESPH MR.","LIB",2022,"H","AL",7,""
"468","H2AL12017","VON KRIEG, BIANCA","DEM",2022,"H","AL",12,"C00777615"
"469","H2AL13015","FOLEY, JIMMY MR","ICD",2022,"H","AL",13,""
"470","H2AR01105","SMITH, BRANDT","REP",2022,"H","AR",1,"C00788398"
"471","H2AR01113","HODGES, MONTE","DEM",2022,"H","AR",1,"C00798892"
"472","H2AR01121","SHACKELFORD, JODY","REP",2022,"H","AR",1,"C00803635"
"473","H2AR01139","DAUGHERTY, ROGER B","IND",2022,"H","AR",1,""
"474","H2AR02087","CARTWRIGHT, NICHOLAS","DEM",2022,"H","AR",2,"C00783407"
"475","H2AR02095","HATHAWAY, QUINTESSA DR.","DEM",2022,"H","AR",2,"C00788232"
"476","H2AR02103","REYNOLDS, CONRAD E","REP",2022,"H","AR",2,"C00796037"
"477","H2AR02111","POSTON, DAVID P","REP",2022,"H","AR",2,"C00796391"
"478","H2AR02129","WHITE, MICHAEL","LIB",2022,"H","AR",2,""
"479","H2AR03275","KUMAR, NEIL","REP",2022,"H","AR",3,"C00775163"
"480","H2AR03283","HAYS, LAUREN","DEM",2022,"H","AR",3,"C00777144"
"481","H2AR04158","WHITE, JOHN","DEM",2022,"H","AR",4,""
"482","H2AR04166","MAXWELL, GREGORY","LIB",2022,"H","AR",4,""
"483","H2AZ01339","BLACKMAN, WALTER JACK","REP",2022,"H","AZ",2,"C00770974"
"484","H2AZ01347","MOORE FOR AZ, JOHN W","REP",2022,"H","AZ",1,"C00771758"
"485","H2AZ01354","CRANE, ELI","REP",2022,"H","AZ",2,"C00784934"
"486","H2AZ01362","WATKINS, RONALD","REP",2022,"H","AZ",2,"C00791715"
"487","H2AZ01370","YATES, ANDY","REP",2022,"H","AZ",1,"C00795575"
"488","H2AZ01404","TORRES, GINGER SYKES","DEM",2022,"H","AZ",1,"C00801209"
"489","H2AZ02303","MITCHELL, MARISSA M","REP",2022,"H","AZ",2,""
"490","H2AZ02311","ENGEL, KIRSTEN","DEM",2022,"H","AZ",6,"C00773820"
"491","H2AZ02329","FRIESE, RANDALL S.","DEM",2022,"H","AZ",2,"C00774927"
"492","H2AZ02337","URREA, MARCOS J","DEM",2022,"H","AZ",6,"C00776203"
"493","H2AZ02345","HERNANDEZ, DANIEL","DEM",2022,"H","AZ",6,"C00780155"
"494","H2AZ02352","LOWELL, DOUGLAS","REP",2022,"H","AZ",2,"C00785295"
"495","H2AZ02360","CISCOMANI, JUAN","REP",2022,"H","AZ",6,"C00786194"
"496","H2AZ02378","WINN, KATHLEEN","REP",2022,"H","AZ",6,"C00785196"
"497","H2AZ02394","FREE, LUCRETIA","REP",2022,"H","AZ",2,"C00789073"
"498","H2AZ02402","DELUZIO, MARK","REP",2022,"H","AZ",2,"C00799239"
"499","H2AZ02410","KRYSTOFIAK, STEVEN","REP",2022,"H","AZ",2,"C00801076"
"500","H2AZ02428","LIZER, MYRON","REP",2022,"H","AZ",2,"C00808402"
"501","H2AZ02436","BIES, DAVID","DEM",2022,"H","AZ",2,"C00818633"
"502","H2AZ02444","SARAPPO, CHRIS","W",2022,"H","AZ",2,""
"503","H2AZ03152","POZZOLO, LUIS B","REP",2022,"H","AZ",7,"C00791046"
"504","H2AZ03160","LOGSDON, JOSHUA","REP",2022,"H","AZ",3,"C00793034"
"505","H2AZ03178","PEMBLETON, JOSHUA","REP",2022,"H","AZ",3,"C00797894"
"506","H2AZ03186","GARCIA, JEANNETTE","W",2022,"H","AZ",7,""
"507","H2AZ04184","DANIEL, MATTHEW CHARLES","DEM",2022,"H","AZ",4,"C00769760"
"508","H2AZ04192","STAHL, JUDITH","DEM",2022,"H","AZ",4,"C00772186"
"509","H2AZ04200","DEHART, VAUGHAN BRANDON BRENDAN","REP",2022,"H","AZ",4,"C00776856"
"510","H2AZ04218","MORGAN, ADAM","REP",2022,"H","AZ",9,"C00800961"
"511","H2AZ04226","GARTRELL, JACOB","REP",2022,"H","AZ",4,"C00808451"
"512","H2AZ04234","JONES, STEPHAN ""STEVE""","W",2022,"H","AZ",4,""
"513","H2AZ05157","LARIVEE, BENJAMIN","DEM",2022,"H","AZ",5,"C00767004"
"514","H2AZ05165","LINDBERG, TRAVIS J","IND",2022,"H","AZ",5,"C00785766"
"515","H2AZ05173","SMITH, CLINT","IND",2022,"H","AZ",5,"C00800979"
"516","H2AZ05199","CALLAN, MARTIN","W",2022,"H","AZ",5,""
"517","H2AZ05207","BORDEN, DEBRA JO ""D JO""","W",2022,"H","AZ",5,""
"518","H2AZ06213","ULIS, ERIC","DEM",2022,"H","AZ",6,"C00768879"
"519","H2AZ06221","HODGE, JEVIN D","DEM",2022,"H","AZ",1,"C00778464"
"520","H2AZ06239","KONCZAL, KEVIN","REP",2022,"H","AZ",6,"C00780718"
"521","H2AZ06247","NORTON, ELIJAH","REP",2022,"H","AZ",1,"C00786038"
"522","H2AZ06254","WILLIAMSON, W (WALTER) JOHN","DEM",2022,"H","AZ",1,"C00786640"
"523","H2AZ06262","MOSER, MAVRICK CODY MR.","REP",2022,"H","AZ",6,"C00787127"
"524","H2AZ06270","METZENDORF, ADAM","DEM",2022,"H","AZ",1,"C00790972"
"525","H2AZ06288","TOWNSEND, KELLY","REP",2022,"H","AZ",6,"C00800664"
"526","H2AZ06296","FOSTER, WILLIAM","IND",2022,"H","AZ",6,"C00799841"
"527","H2AZ06304","MAYBERRY, YOUNG","REP",2022,"H","AZ",6,"C00803171"
"528","H2AZ06312","ANDERSON, BYRON AVERY","DEM",2022,"H","AZ",6,"C00812172"
"529","H2AZ06320","BERTONE, FRANK","W",2022,"H","AZ",6,"C00825927"
"530","H2AZ06338","THORNTON, AVERY","W",2022,"H","AZ",6,""
"531","H2AZ07070","GRIJALVA, RAUL M","DEM",2022,"H","AZ",7,"C00374058"
"532","H2AZ07187","ZINK, JEFFREY NELSON MR","REP",2022,"H","AZ",3,"C00766402"
"533","H2AZ07195","BECKER, NINA","REP",2022,"H","AZ",7,"C00780197"
"534","H2AZ07203","REETZ, DAVID ""RIZZO""","W",2022,"H","AZ",7,""
"535","H2AZ08169","HOLMES, JAMES THOMAS","DEM",2022,"H","AZ",8,"C00769117"
"536","H2AZ08177","CORAZON, CHARLY","REP",2022,"H","AZ",8,"C00799395"
"537","H2AZ08185","GRAYSON, RICHARD","DEM",2022,"H","AZ",8,"C00815878"
"538","H2AZ08193","SPREITZER, JEREMY","W",2022,"H","AZ",8,"C00826354"
"539","H2AZ08201","SPREITZER, JEREMY","DEM",2022,"H","AZ",8,"C00826354"
"540","H2AZ08219","GUZMAN, ALIXANDRIA","08",2022,"H","AZ",8,""
"541","H2AZ09126","JOHNSON, ORLANDO C JR","REP",2022,"H","AZ",9,""
"542","H2AZ09134","JACKSON, JANA JACKSON","REP",2022,"H","AZ",9,"C00766469"
"543","H2AZ09142","STOVALL, ALEX","REP",2022,"H","AZ",9,"C00771279"
"544","H2AZ09159","RODRIGUEZ, SAUL A","REP",2022,"H","AZ",9,"C00777110"
"545","H2AZ09167","LOPEZ, JESUS RENE JR.","REP",2022,"H","AZ",9,"C00781153"
"546","H2AZ09175","WHEELESS, TANYA CONTRERAS","REP",2022,"H","AZ",4,"C00786715"
"547","H2AZ09183","DAVISON, JERONE","REP",2022,"H","AZ",4,"C00788356"
"548","H2AZ09191","COOPER, KELLY","REP",2022,"H","AZ",4,"C00792085"
"549","H2AZ09209","KUTZ, RANDY","REP",2022,"H","AZ",9,"C00801779"
"550","H2AZ09217","GILSDORF, GARETH DENIS","IND",2022,"H","AZ",9,"C00806141"
"551","H2AZ09225","DOWLING, SANDRA E DR","REP",2022,"H","AZ",9,"C00812982"
"552","H2AZ09233","GRAYSON, RICHARD","W",2022,"H","AZ",9,""
"553","H2AZ09241","LUCIER, DAVID","W",2022,"H","AZ",9,"C00818567"
"554","H2AZ09258","HARPER, JACK","W",2022,"H","AZ",9,""
"555","H2AZ09266","T, TOM","W",2022,"H","AZ",9,""
"556","H2AZ14019","THAMESMEAD, ISAAC MR","ICD",2022,"H","AZ",14,""
"557","H2CA00096","BARKLEY, MICHAEL JAMES MR.","DEM",2022,"H","CA",5,"C00495507"
"558","H2CA00104","LOWENTHAL, ALAN","DEM",2022,"H","CA",47,"C00498212"
"559","H2CA00120","BROWNLEY, JULIA","DEM",2022,"H","CA",26,"C00513077"
"560","H2CA00146","TOOMIM, LEAH MELISSA","REP",2022,"H","CA",32,"C00776948"
"561","H2CA00153","RECILE, RUDY","REP",2022,"H","CA",8,"C00784835"
"562","H2CA01169","SAGOO, GURPINDER SINGH","REP",2022,"H","CA",1,"C00694877"
"563","H2CA01177","HAWKINS, BRIAN","REP",2022,"H","CA",25,"C00769687"
"564","H2CA01185","GODFREY, MARCUS SCOTT","LIB",2022,"H","CA",1,"C00771659"
"565","H2CA01193","NUTS, SUCK MY","REP",2022,"H","CA",1,""
"566","H2CA01219","LYDON, ROBERT K","DEM",2022,"H","CA",1,"C00782060"
"567","H2CA01227","STEINER, MAX","DEM",2022,"H","CA",1,"C00783498"
"568","H2CA01235","ZINK, DAVID LEON MR.","DEM",2022,"H","CA",1,"C00787259"
"569","H2CA01243","RAMOS, JONATHON ANGEL","FED",2022,"H","CA",1,""
"570","H2CA01250","GEIST, TIMOTHY DAVID","REP",2022,"H","CA",1,"C00804716"
"571","H2CA01268","YEE, ROSE PENELOPE LAGOC","NPA",2022,"H","CA",1,"C00804906"
"572","H2CA01276","COREY, GENE MR.","REP",2022,"H","CA",1,"C00822262"
"573","H2CA02142","LAMALFA, DOUG","REP",2022,"H","CA",1,"C00509422"
"574","H2CA02183","SMITH, AARON","REP",2022,"H","CA",2,""
"575","H2CA02209","BROWER, DOUGLAS REV","REP",2022,"H","CA",2,"C00786335"
"576","H2CA02217","SPICER, REBECCA JUNE","CRV",2022,"H","CA",2,""
"577","H2CA02225","HAMPSON, BETH","DEM",2022,"H","CA",2,"C00800714"
"578","H2CA02241","COULOMBE, CHRIS MR","REP",2022,"H","CA",2,"C00808840"
"579","H2CA02258","RAMIREZ, ARCHIMEDES M.D.","REP",2022,"H","CA",2,"C00814426"
"580","H2CA02266","ELIZONDO, DARIAN J","REP",2022,"H","CA",2,""
"581","H2CA03116","PALETTA, JASON","REP",2022,"H","CA",3,"C00784397"
"582","H2CA03132","DELLE, PETER J. MR","DEM",2022,"H","CA",3,"C00800318"
"583","H2CA03140","JONES, SCOTT R","REP",2022,"H","CA",3,"C00802199"
"584","H2CA03157","KILEY, KEVIN","REP",2022,"H","CA",3,"C00801985"
"585","H2CA04122","JONES, KERMIT","DEM",2022,"H","CA",3,"C00786087"
"586","H2CA04130","NEWMAN, SETH","REP",2022,"H","CA",4,"C00802546"
"587","H2CA04148","BROCK, MATTHEW","REP",2022,"H","CA",4,"C00807735"
"588","H2CA04155","ENGDAHL, ANDREW DAVID","DEM",2022,"H","CA",4,"C00804682"
"589","H2CA04163","JONES, JIMIH L","REP",2022,"H","CA",4,""
"590","H2CA05103","ESTRADA, JOHN ANTHONY","REP",2022,"H","CA",5,"C00799957"
"591","H2CA05111","MAIN, DAVID NATHAN","REP",2022,"H","CA",5,"C00802116"
"592","H2CA05129","OBERT, KELSTEN C","REP",2022,"H","CA",5,"C00805648"
"593","H2CA05137","WOZNIAK, STEVE","NOP",2022,"H","CA",5,""
"594","H2CA06184","NEVENIC, ANNA","NNE",2022,"H","CA",41,"C00515460"
"595","H2CA06259","HUFFMAN, JARED","DEM",2022,"H","CA",2,"C00536680"
"596","H2CA06309","JEDEIKIN, MATHEW RAY","DEM",2022,"H","CA",6,"C00768077"
"597","H2CA06317","FREMGEN, JAMES LUCAS","DEM",2022,"H","CA",7,"C00783456"
"598","H2CA06325","LANGFORD, DAVID KEITH MR. JR.","REP",2022,"H","CA",6,"C00805234"
"599","H2CA06333","BLACK, KARLA","R",2022,"H","CA",6,"C00815100"
"600","H2CA07125","GORMAN, MARK EDWARD","DEM",2022,"H","CA",6,"C00787291"
"601","H2CA07133","DANIELS, BRET","REP",2022,"H","CA",6,"C00787549"
"602","H2CA07141","SEMENENKO, MAX","REP",2022,"H","CA",7,"C00802280"
"603","H2CA08214","MARSHALL, DEREK","DEM",2022,"H","CA",23,"C00765461"
"604","H2CA08222","JOHNSON, DEMNLUS III","DEM",2022,"H","CA",8,"C00801647"
"605","H2CA08230","SUDDUTH, CHERYL","DEM",2022,"H","CA",8,"C00802744"
"606","H2CA08248","RUTSCH, EDWIN","DEM",2022,"H","CA",8,"C00803536"
"607","H2CA08255","RILEY, CHRISTOPHER","DEM",2022,"H","CA",8,"C00807271"
"608","H2CA09121","CHIMA, HARPREET SINGH","DEM",2022,"H","CA",9,"C00784900"
"609","H2CA09139","PATTI, THOMAS","REP",2022,"H","CA",9,"C00792168"
"610","H2CA09147","MADISON, JONATHAN","REP",2022,"H","CA",9,"C00805325"
"611","H2CA09154","SHOEMAKER, JAMES H","REP",2022,"H","CA",9,"C00806430"
"612","H2CA09162","ANDREWS, MARK T","NOP",2022,"H","CA",9,""
"613","H2CA10178","SIGALA, ANGELINA R","DEM",2022,"H","CA",10,""
"614","H2CA10186","ASLANPOUR, SIMON MICHAEL","REP",2022,"H","CA",10,"C00779702"
"615","H2CA10194","DALY, JOLENE","REP",2022,"H","CA",5,"C00787424"
"616","H2CA10202","KILBRIDE, EUGENE","REP",2022,"H","CA",10,"C00792929"
"617","H2CA10210","HARRISON, SEAN","REP",2022,"H","CA",10,"C00793984"
"618","H2CA10228","GILL, RANJIT","REP",2022,"H","CA",10,"C00794271"
