"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"1167","H2OK02257","FRIX, AVERY",0,"Representative","OK","2",355781,"FRIX"
"1168","H2OK02281","BARKER, GUY STUART",0,"Representative","OK","2",1250,"BARKER"
"1169","H2OK02299","NOFIRE, JOHN WESLEY",0,"Representative","OK","2",500,"NOFIRE"
"1170","H2OK02307","ANDREWS, NAOMI",1,"Representative","OK","2",75,"ANDREWS"
"1171","H2OK02315","BRECHEEN, JOSH",0,"Representative","OK","2",338293,"BRECHEEN"
"1172","H2OK02323","DERBY, DAVID",0,"Representative","OK","2",5800,"DERBY"
"1173","H2OK03123","BURLESON, WILLIAM WADE",0,"Representative","OK","3",750,"BURLESON"
"1174","H2OK04055","COLE, TOM",0,"Representative","OK","4",678682,"COLE"
"1175","H2OK05151","BROYLES, ABBY",1,"Representative","OK","5",88000,"BROYLES"
"1176","H2OK05169","HARRIS-TILL, JOSHUA",1,"Representative","OK","5",28411,"TILL"
"1177","H2OK05177","BANKS, SUBRINA",0,"Representative","OK","5",2863,"BANKS"
"1178","H2OR01133","BONAMICI, SUZANNE MS.",1,"Representative","OR","1",176655,"BONAMICI"
"1179","H2OR01240","RUSS, DAVID HONORABLE",0,"Representative","OR","6",1000,"RUSS"
"1180","H2OR02156","YETTER, JOSEPH FREDERICK III",1,"Representative","OR","2",25396,"YETTER"
"1181","H2OR04087","VAN TRESS, JEREMY",0,"Representative","OR","4",5000,"TRESS"
"1182","H2OR04095","HOYLE, VALERIE",1,"Representative","OR","4",766993,"HOYLE"
"1183","H2OR04103","KALLOCH, ANDREW",1,"Representative","OR","4",1151,"KALLOCH"
"1184","H2OR04152","AL-ABDRABBUH, SAMI",1,"Representative","OR","4",2000,"ABDRABBUH"
"1185","H2OR04160","CANNING, DOYLE",1,"Representative","OR","4",527,"CANNING"
"1186","H2OR05183","SANDVIG, NATE",0,"Representative","OR","6",47680,"SANDVIG"
"1187","H2OR05191","EASTON, KEVIN",1,"Representative","OR","6",4310,"EASTON"
"1188","H2OR05209","CHAVEZ-DEREMER, LORI",0,"Representative","OR","5",967504,"DEREMER"
"1189","H2OR05217","DI PAOLA, JOHN",0,"Representative","OR","5",14549,"PAOLA"
"1190","H2OR06017","SMITH, LORETTA",1,"Representative","OR","6",74149,"SMITH"
"1191","H2OR06033","PLOWHEAD, ANGELA",0,"Representative","OR","6",13532,"PLOWHEAD"
"1192","H2OR06041","WEST, MATTHEW",1,"Representative","OR","6",971563,"WEST"
"1193","H2OR06058","NOBLE, RON",0,"Representative","OR","6",5500,"NOBLE"
"1194","H2OR06066","SALINAS, ANDREA",1,"Representative","OR","6",1417119,"SALINAS"
"1195","H2OR06074","HARDER, KATHLEEN",1,"Representative","OR","6",35526,"HARDER"
"1196","H2OR06090","FLYNN, CARRICK RONAN MORGAN",1,"Representative","OR","6",298730,"FLYNN"
"1197","H2OR06116","BUNN, JAMES (JIM)",0,"Representative","OR","6",797,"BUNN"
"1198","H2OR06124","ERICKSON, MIKE",0,"Representative","OR","6",501550,"ERICKSON"
"1199","H2PA00034","BURTON, DANIEL LEROY JR",0,"Representative","PA","0",5200,"BURTON"
"1200","H2PA01099","EHASZ, ASHLEY",1,"Representative","PA","1",465743,"EHASZ"
"1201","H2PA01107","FERMO, PAUL",1,"Representative","PA","1",66690,"FERMO"
"1202","H2PA03129","HUNT, ALEXANDRA",1,"Representative","PA","3",40299,"HUNT"
"1203","H2PA04135","PERRY, SCOTT",0,"Representative","PA","10",1057229,"PERRY"
"1204","H2PA04226","NASCIMENTO, CHRISTIAN",0,"Representative","PA","4",131510,"NASCIMENTO"
"1205","H2PA05074","GALLUCH, DAVID",0,"Representative","PA","5",359272,"GALLUCH"
"1206","H2PA06155","KENNEDY, ROBERT JAMES III",0,"Representative","PA","6",7989,"KENNEDY"
"1207","H2PA06163","FANELLI, STEVE",0,"Representative","PA","6",147204,"FANELLI"
"1208","H2PA06171","VOGEL, RON",0,"Representative","PA","6",600,"VOGEL"
"1209","H2PA06197","CIARROCCHI, GUY",0,"Representative","PA","6",363263,"CIARROCCHI"
"1210","H2PA07096","DELLICKER, KEVIN",0,"Representative","PA","7",75952,"DELLICKER"
"1211","H2PA09126","WALDMAN, AMANDA",1,"Representative","PA","9",8950,"WALDMAN"
"1212","H2PA10108","ALLEN, BRIAN",0,"Representative","PA","10",5066,"ALLEN"
"1213","H2PA10124","DANIELS, SHAMAINE MS",1,"Representative","PA","10",189366,"DANIELS"
"1214","H2PA11114","HOLLISTER, ROBERT MICHAEL III",1,"Representative","PA","11",104834,"HOLLISTER"
"1215","H2PA12070","DOYLE, MICHAEL",0,"Representative","PA","12",81252,"DOYLE"
"1216","H2PA15131","MOLESEVICH, MIKE",1,"Representative","PA","15",14950,"MOLESEVICH"
"1217","H2PA16089","TELESZ, RICHARD EDWARD",1,"Representative","PA","16",4805,"TELESZ"
"1218","H2PA16097","PASTORE, DANIEL",1,"Representative","PA","16",169323,"PASTORE"
"1219","H2PA17079","CARTWRIGHT, MATTHEW A.",1,"Representative","PA","8",1522324,"CARTWRIGHT"
"1220","H2PA17095","MURRAY, WILLIAM ROYSDON",1,"Representative","PA","17",235,"MURRAY"
"1221","H2PA17103","DELUZIO, CHRISTOPHER",1,"Representative","PA","17",1600905,"DELUZIO"
"1222","H2PA17111","STAIBLE, TRICIA",0,"Representative","PA","17",21850,"STAIBLE"
"1223","H2PA17137","MELOY, SEAN",1,"Representative","PA","17",12901,"MELOY"
"1224","H2PA17160","SHAFFER, JEREMY",0,"Representative","PA","17",803092,"SHAFFER"
"1225","H2PA17186","CODER, KATHY",0,"Representative","PA","17",760,"CODER"
"1226","H2PA18200","LEE, SUMMER",1,"Representative","PA","12",417129,"LEE"
"1227","H2PA18218","IRWIN, STEVEN",1,"Representative","PA","12",62930,"IRWIN"
"1228","H2RI01202","WATERS, ALLEN R",0,"Representative","RI","1",19130,"WATERS"
"1229","H2RI02176","FOX, JOY",1,"Representative","RI","2",56303,"FOX"
"1230","H2RI02184","MAGAZINER, SETH",1,"Representative","RI","2",1155719,"MAGAZINER"
"1231","H2RI02218","BAH, OMAR",1,"Representative","RI","2",800,"BAH"
"1232","H2RI02226","FUNG, ALLAN",0,"Representative","RI","2",844812,"FUNG"
"1233","H2RI02234","SEGAL, DAVID",1,"Representative","RI","2",196709,"SEGAL"
"1234","H2RI02242","MORGENTHAU, SARAH",1,"Representative","RI","2",174208,"MORGENTHAU"
"1235","H2SC01077","PIPER-LOOMIS, LYNZ",0,"Representative","SC","1",32759,"LOOMIS"
"1236","H2SC01085","CENTURION, INGRID",0,"Representative","SC","1",4450,"CENTURION"
"1237","H2SC01101","CINGOLANI, REBECCA NIESS",1,"Representative","SC","1",4901,"CINGOLANI"
"1238","H2SC01127","ANDREWS, ANNIE DR.",1,"Representative","SC","1",884065,"ANDREWS"
"1239","H2SC01150","ARRINGTON, KATIE",0,"Representative","SC","1",4854,"ARRINGTON"
"1240","H2SC02042","CLYBURN, JAMES E.",1,"Representative","SC","6",680567,"CLYBURN"
"1241","H2SC02059","WILSON, JOE THE HON.",0,"Representative","SC","2",194140,"WILSON"
"1242","H2SC02166","KARR, GREGORY BLANE",1,"Representative","SC","2",7926,"KARR"
"1243","H2SC02182","LARKINS, JUDDSON",1,"Representative","SC","2",35499,"LARKINS"
"1244","H2SC04139","LAPIERRE, MICHAEL JAMES MR.",0,"Representative","SC","4",4500,"LAPIERRE"
"1245","H2SC04147","BURNS, MARK",0,"Representative","SC","4",18500,"BURNS"
"1246","H2SC04154","ABUZEID, GEORGE ASSAD",0,"Representative","SC","4",2427,"ABUZEID"
"1247","H2SC06118","CHAPMAN, JOHN",0,"Representative","SC","6",2475,"CHAPMAN"
"1248","H2SC06134","DIXON, GREGG MARCEL",1,"Representative","SC","6",15791,"DIXON"
"1249","H2SC06142","BUCKNER, DUKE",0,"Representative","SC","6",73891,"BUCKNER"
"1250","H2SC07066","RICE, TOM",0,"Representative","SC","7",705575,"RICE"
"1251","H2SC07173","RICHARDSON, WILLIAM KENNETH",0,"Representative","SC","7",76218,"RICHARDSON"
"1252","H2SC07215","DUNN, TOM",0,"Representative","SC","7",13250,"DUNN"
"1253","H2SC07231","ARTHUR, BARBARA MRS.",0,"Representative","SC","7",7923,"ARTHUR"
"1254","H2SC07256","ALLEN, GRAHAM",0,"Representative","SC","7",116174,"ALLEN"
"1255","H2SC07272","MCBRIDE, MARK STRUTHERS",0,"Representative","SC","7",13550,"MCBRIDE"
"1256","H2SC07280","FRY, RUSSELL",0,"Representative","SC","7",585576,"FRY"
"1257","H2SC07298","BARTON, GARRETT DR.",0,"Representative","SC","7",61550,"BARTON"
"1258","H2SD01041","HOWARD, TAFFY",0,"Representative","SD","0",103328,"HOWARD"
"1259","H2TN02120","HARMON, MARK DESMOND DR.",1,"Representative","TN","2",24757,"HARMON"
"1260","H2TN03219","GORMAN, MARY",1,"Representative","TN","3",30775,"GORMAN"
"1261","H2TN03227","MORGAN, KENNETH FARRELL MR. SR",0,"Representative","TN","3",6100,"MORGAN"
"1262","H2TN03235","ADAMS, MATT",1,"Representative","TN","3",6573,"ADAMS"
"1263","H2TN03243","CASEY, SANDY FOR",0,"Representative","TN","3",3903,"CASEY"
"1264","H2TN05131","COOPER, JAMES",1,"Representative","TN","5",344071,"COOPER"
"1265","H2TN05297","MCKNIGHT, QUINCY",0,"Representative","TN","5",4550,"MCKNIGHT"
"1266","H2TN05305","KELLY, JACQUELYN ODESSA",1,"Representative","TN","7",312409,"KELLY"
"1267","H2TN05339","STARBUCK, ROBBY",0,"Representative","TN","5",132904,"STARBUCK"
"1268","H2TN05347","BROOKS, NATISHA LOUISE",0,"Representative","TN","5",5088,"BROOKS"
"1269","H2TN05354","LEE, WILLIAM BAXTER",0,"Representative","TN","5",-1080,"LEE"
"1270","H2TN05362","ORTAGUS, MORGAN",0,"Representative","TN","5",14500,"ORTAGUS"
"1271","H2TN05370","WINSTEAD, KURT",0,"Representative","TN","5",374150,"WINSTEAD"
"1272","H2TN05396","BATCHELOR, GENI MRS.",0,"Representative","TN","5",250,"BATCHELOR"
"1273","H2TN05404","HARWELL, BETH",0,"Representative","TN","5",289160,"HARWELL"
"1274","H2TN05420","LEE, TIMOTHY BRUCE",0,"Representative","TN","5",1500,"LEE"
"1275","H2TN05438","CAMPBELL, HEIDI",1,"Representative","TN","5",597016,"CAMPBELL"
"1276","H2TN05446","OGLES, ANDY",0,"Representative","TN","5",557575,"OGLES"
"1277","H2TN05453","WITTUM, CHARLES GARFIELD III",0,"Representative","TN","5",50300,"WITTUM"
"1278","H2TN05461","PARKS, STEWART THOMAS",0,"Representative","TN","5",5774,"PARKS"
"1279","H2TN05479","BEIERLEIN, JEFF",0,"Representative","TN","5",21472,"BEIERLEIN"
"1280","H2TN07103","KUSTOFF, DAVID",0,"Representative","TN","8",382503,"KUSTOFF"
"1281","H2TN08077","HART, JAMES",0,"Representative","TN","8",203,"HART"
"1282","H2TN08150","HENDRY, ROBERT LOUIS MR.",0,"Representative","TN","8",6006,"HENDRY"
"1283","H2TN08184","WILLIAMS, LYNNETTE",1,"Representative","TN","8",375,"WILLIAMS"
"1284","H2TN09216","DUDLEY, CHARLES BROWN IV",0,"Representative","TN","9",257650,"DUDLEY"
"1285","H2TX01104","ATHOLI, ADITYA",0,"Representative","TX","1",70658,"ATHOLI"
"1286","H2TX01112","MORAN, NATHANIEL QUENTIN",0,"Representative","TX","1",78080,"MORAN"
"1287","H2TX01146","JEFFERSON, JRMAR",1,"Representative","TX","1",28794,"JEFFERSON"
"1288","H2TX02110","BILLAND, MICHAEL ALAN",0,"Representative","TX","2",917,"BILLAND"
"1289","H2TX02136","REID, RAYNA",1,"Representative","TX","2",14650,"REID"
"1290","H2TX02367","GUILLORY, BRETT J",0,"Representative","TX","38",8773,"GUILLORY"
"1291","H2TX02383","FULFORD, ROBIN DAWN",1,"Representative","TX","2",95686,"FULFORD"
"1292","H2TX03126","SESSIONS, PETE",0,"Representative","TX","17",253890,"SESSIONS"
"1293","H2TX03274","SRIVASTAVA, SANDEEP KUMAR",1,"Representative","TX","3",68334,"SRIVASTAVA"
"1294","H2TX03282","HARP, SUZANNE CASSIMATIS",0,"Representative","TX","3",11950,"HARP"
"1295","H2TX03290","SELF, KEITH ALAN MR",0,"Representative","TX","3",269160,"SELF"
"1296","H2TX04116","SHELBY, DOC MR",1,"Representative","TX","4",3800,"SHELBY"
"1297","H2TX04124","OMERE, IROGHAMA C",1,"Representative","TX","4",14200,"OMERE"
"1298","H2TX05220","GEARING, CHARLES M.",1,"Representative","TX","5",120806,"GEARING"
"1299","H2TX05238","BAILEY, KATHLEEN CORDELIA",1,"Representative","TX","5",12143,"BAILEY"
"1300","H2TX05246","HILL, TARTISHA A MRS.",1,"Representative","TX","5",3000,"HILL"
"1301","H2TX06392","BUFORD, JAMES R.",0,"Representative","TX","6",11100,"BUFORD"
"1302","H2TX07069","LOPEZ, ROLAND",0,"Representative","TX","38",970,"LOPEZ"
"1303","H2TX07077","STROUD, TIMOTHY",0,"Representative","TX","7",9215,"STROUD"
"1304","H2TX07127","STEWART, LANCE",0,"Representative","TX","7",3200,"STEWART"
"1305","H2TX08133","HULLIHAN, JONATHAN KEITH",0,"Representative","TX","8",68355,"HULLIHAN"
"1306","H2TX08158","ELLIS, JAMESON",0,"Representative","TX","2",10515,"ELLIS"
"1307","H2TX08182","LUTTRELL, MORGAN JOE",0,"Representative","TX","8",1334823,"LUTTRELL"
"1308","H2TX08208","WHICHARD, TAYLOR MARSHALL IV",0,"Representative","TX","8",20653,"WHICHARD"
"1309","H2TX08216","CARSON, PAULETTE",0,"Representative","TX","17",6000,"CARSON"
"1310","H2TX08224","MCKAUGHAN, DANIEL CREGG",0,"Representative","TX","8",8774,"MCKAUGHAN"
"1311","H2TX08265","BURROWS, CANDICE CUNNINGHAM MS",0,"Representative","TX","8",2900,"BURROWS"
"1312","H2TX08273","COLLINS, CHRISTIAN",0,"Representative","TX","8",62900,"COLLINS"
"1313","H2TX10147","WALLACE, LARIMEN T. II",1,"Representative","TX","10",23747,"WALLACE"
"1314","H2TX12085","HUNT, TREY JOSEPH",1,"Representative","TX","12",14590,"HUNT"
"1315","H2TX12101","CATALA, RYAN JOSHUA",0,"Representative","TX","12",5291,"CATALA"
"1316","H2TX13117","BROWN, MARY KATHLEEN",1,"Representative","TX","13",40716,"BROWN"
"1317","H2TX14149","WEBER, RANDY",0,"Representative","TX","14",316659,"WEBER"
"1318","H2TX14206","SMITH, GINA DUNCKEL",0,"Representative","TX","14",49173,"SMITH"
"1319","H2TX15112","MCCAFFREY, FRANCIS TIMOTHY MR.",0,"Representative","TX","34",6700,"MCCAFFREY"
"1320","H2TX15120","CAVAZOS, JOSE AIZAR",0,"Representative","TX","15",1250,"CAVAZOS"
"1321","H2TX15138","RAMIREZ, RUBEN",1,"Representative","TX","15",38750,"RAMIREZ"
"1322","H2TX15146","ALVARADO, ELIZA DR.",1,"Representative","TX","15",22360,"ALVARADO"
"1323","H2TX15203","VALLEJO, MICHELLE",1,"Representative","TX","15",905218,"VALLEJO"
"1324","H2TX18207","MONTIEL, CARMEN",0,"Representative","TX","18",66095,"MONTIEL"
"1325","H2TX19072","LEWIS, NATHAN ALLEN",0,"Representative","TX","19",1004,"LEWIS"
"1326","H2TX20096","SINCLAIR, KYLE E MR",0,"Representative","TX","20",107341,"SINCLAIR"
"1327","H2TX21128","STURM, SCOTT WILLIAM",1,"Representative","TX","21",5675,"STURM"
"1328","H2TX21136","FRENCH, MICHAEL ALEXANDER MR.",0,"Representative","TX","21",500,"FRENCH"
"1329","H2TX21144","LOWRY, ROBERT DR.",0,"Representative","TX","21",10450,"LOWRY"
"1330","H2TX21169","GACIS, CHERIF",1,"Representative","TX","21",538,"GACIS"
"1331","H2TX21177","BRANSCUM, COY GEE II",1,"Representative","TX","21",1250,"BRANSCUM"
"1332","H2TX22167","BERG, MATTHEW RICHARD MR.",1,"Representative","TX","22",44347,"BERG"
"1333","H2TX23082","CUELLAR, HENRY",1,"Representative","TX","28",1220535,"CUELLAR"
"1334","H2TX23132","LIRA, JOHN",1,"Representative","TX","23",227345,"LIRA"
"1335","H2TX23165","LOPEZ, FRANCISCO JR",0,"Representative","TX","23",17750,"LOPEZ"
"1336","H2TX24148","GAY, DERRIK",1,"Representative","TX","24",127150,"GAY"
"1337","H2TX24155","BECKLEY, MICHELLE",1,"Representative","TX","24",77265,"BECKLEY"
"1338","H2TX26093","BURGESS, MICHAEL C. DR.",0,"Representative","TX","26",168720,"BURGESS"
"1339","H2TX26176","SMITH, ISAAC",0,"Representative","TX","26",5065,"SMITH"
"1340","H2TX26200","HARRISON, RAVEN",0,"Representative","TX","26",54300,"HARRISON"
"1341","H2TX28081","BENAVIDES, TANNYA",1,"Representative","TX","28",5090,"BENAVIDES"
"1342","H2TX28099","FOWLER, STEVEN",0,"Representative","TX","28",3250,"FOWLER"
"1343","H2TX28149","GARCIA, CASSANDRA",0,"Representative","TX","28",628730,"GARCIA"
"1344","H2TX30079","CARAWAY, BARBARA LEN MALLORY",1,"Representative","TX","30",500,"CARAWAY"
"1345","H2TX30111","MASON, JESSICA",1,"Representative","TX","30",53750,"MASON"
"1346","H2TX30137","HAMILTON, JANE HOPE",1,"Representative","TX","30",58679,"HAMILTON"
"1347","H2TX30145","MULUGHETA, ABEL",1,"Representative","TX","30",8525,"MULUGHETA"
"1348","H2TX30178","CROCKETT, JASMINE",1,"Representative","TX","30",136892,"CROCKETT"
"1349","H2TX30236","RODGERS, JAMES BYRON MR.",0,"Representative","TX","30",28782,"RODGERS"
"1350","H2TX31044","CARTER, JOHN R. REP.",0,"Representative","TX","31",237731,"CARTER"
"1351","H2TX31143","SCURRY, CHRISTOPHER MICHAEL",1,"Representative","TX","37",2394,"SCURRY"
"1352","H2TX31150","HILDNER, JONATHAN DAVID MR.",1,"Representative","TX","31",12350,"HILDNER"
"1353","H2TX31168","JOHNS, DERRICK",0,"Representative","TX","31",1000,"JOHNS"
"1354","H2TX31176","HUTSON, JASON WAYNE",0,"Representative","TX","31",5005,"HUTSON"
"1355","H2TX32083","NAMDAR, BRAD",0,"Representative","TX","32",43596,"NAMDAR"
"1356","H2TX32117","SLAGEL, GARY ALLEN",0,"Representative","TX","32",40550,"SLAGEL"
"1357","H2TX32125","PORRO, JOHN CHARLES MR.",0,"Representative","TX","1",25905,"PORRO"
"1358","H2TX32141","DAVIS, NATHAN",0,"Representative","TX","32",2294,"DAVIS"
"1359","H2TX32166","SWAD, ANTONIO",0,"Representative","TX","32",40347,"SWAD"
"1360","H2TX33040","WILLIAMS, ROGER",0,"Representative","TX","25",178510,"WILLIAMS"
"1361","H2TX33073","VEASEY, MARC ALLISON",1,"Representative","TX","33",283774,"VEASEY"
"1362","H2TX34113","FLORES, MAYRA NOHEMI",0,"Representative","TX","34",1309445,"FLORES"
"1363","H2TX34121","SOTELO, PHILIP MR",0,"Representative","TX","34",100,"SOTELO"
"1364","H2TX34139","MILLS, RONALD D",0,"Representative","TX","34",11877,"MILLS"
"1365","H2TX34154","RODRIGUEZ, JAIME ALFONSO MR.",1,"Representative","TX","34",17400,"RODRIGUEZ"
"1366","H2TX34162","GARZA, ROCHELLE",1,"Representative","TX","34",167598,"GARZA"
"1367","H2TX34238","SANCHEZ, DANIEL",1,"Representative","TX","34",49000,"SANCHEZ"
"1368","H2TX35011","CASTRO, JOAQUIN",1,"Representative","TX","20",133472,"CASTRO"
"1369","H2TX35128","ZAPATA, CLAUDIA ANDREANA",1,"Representative","TX","21",31821,"ZAPATA"
"1370","H2TX35136","RODRIGUEZ, EDUARDO R.",1,"Representative","TX","35",2900,"RODRIGUEZ"
"1371","H2TX35144","CASAR, GREG",1,"Representative","TX","35",287109,"CASAR"
"1372","H2TX36142","HAIRE, MARVIN JONATHAN",1,"Representative","TX","36",31626,"HAIRE"
"1373","H2TX38056","KLUSSMANN, DUNCAN FOSTER",1,"Representative","TX","38",92428,"KLUSSMANN"
"1374","H2TX38098","DEJEAN, JOEL F. MR.",0,"Representative","TX","38",8008,"DEJEAN"
"1375","H2UT01268","BADGER, ANDREW",0,"Representative","UT","1",16294,"BADGER"
"1376","H2UT02324","STEWART, CHRIS",0,"Representative","UT","2",196434,"STEWART"
"1377","H2UT02456","RIDER, ERIN CHRISTINE",0,"Representative","UT","2",48916,"RIDER"
"1378","H2UT02472","MCFARLAND, JAY JAYMAC",0,"Representative","UT","2",5500,"MCFARLAND"
"1379","H2UT02498","MITCHELL, NICHOLAS",1,"Representative","UT","2",12135,"MITCHELL"
"1380","H2UT03256","PRESTON, JASON",0,"Representative","UT","3",32099,"PRESTON"
"1381","H2UT03306","WRIGHT, GLENN",1,"Representative","UT","3",3000,"WRIGHT"
"1382","H2UT04072","HUNSAKER, JAKE",0,"Representative","UT","4",61275,"HUNSAKER"
"1383","H2UT04080","HUEY, NICHOLAS MICHAEL",0,"Representative","UT","4",6750,"HUEY"
"1384","H2UT04106","WALKER, JANUARY",0,"Representative","UT","4",11458,"WALKER"
"1385","H2VA01082","NAVARRE, STEWART",1,"Representative","VA","1",107203,"NAVARRE"
"1386","H2VA01124","JONES, HERBERT CARROLL JR",1,"Representative","VA","1",143691,"JONES"
"1387","H2VA02056","ENGQUIST, THEODORE",0,"Representative","VA","3",1200,"ENGQUIST"
"1388","H2VA02064","KIGGANS, JENNIFER",0,"Representative","VA","2",1246380,"KIGGANS"
"1389","H2VA02072","ALTMAN, LARRY THOMAS III",0,"Representative","VA","2",112591,"ALTMAN"
"1390","H2VA03070","NAMKUNG, TERRY TOLBERT MR.",0,"Representative","VA","3",45827,"NAMKUNG"
"1391","H2VA05075","LOWE, KIMBERLY",0,"Representative","VA","9",1462,"LOWE"
"1392","H2VA05083","COMBS, JACK LEWIS JR.",1,"Representative","VA","5",24520,"COMBS"
"1393","H2VA05091","THRONEBURG, JOSHUA",1,"Representative","VA","5",508170,"THRONEBURG"
"1394","H2VA05109","MCLELLAN, THOMAS WARREN",1,"Representative","VA","5",2100,"MCLELLAN"
"1395","H2VA05133","PARKER, ANDY",1,"Representative","VA","5",2845,"PARKER"
"1396","H2VA07147","BARVE, GARY",0,"Representative","VA","7",1147,"BARVE"
"1397","H2VA07154","CASTORANI, JOHN",0,"Representative","VA","7",76899,"CASTORANI"
"1398","H2VA07162","KEENEY, TAYLOR",0,"Representative","VA","7",139262,"KEENEY"
"1399","H2VA07170","ANDERSON, DERRICK",0,"Representative","VA","7",180226,"ANDERSON"
"1400","H2VA07253","CIARCIA, GINA RENEE MRS.",0,"Representative","VA","7",5600,"CIARCIA"
"1401","H2VA07261","VEGA, YESLI",0,"Representative","VA","7",1302530,"VEGA"
"1402","H2VA07287","VANUCH, CRYSTAL LYNN",0,"Representative","VA","7",19500,"VANUCH"
"1403","H2VA08145","VIRASINGH, VICTORIA",1,"Representative","VA","8",71596,"VIRASINGH"
"1404","H2VA08152","LIPSMAN, KARINA",0,"Representative","VA","8",113053,"LIPSMAN"
"1405","H2VA09085","DEVAUGHAN, TAYSHA",1,"Representative","VA","9",19072,"DEVAUGHAN"
"1406","H2VA10141","BEATTY, JOHN",0,"Representative","VA","10",17663,"BEATTY"
"1407","H2VA10158","PERCLE, CLAY",0,"Representative","VA","10",19925,"PERCLE"
"1408","H2VA10182","LAWSON, JEANINE M.",0,"Representative","VA","10",473471,"LAWSON"
"1409","H2VA10190","ELLIS, THERESA COATES MS",0,"Representative","VA","10",23717,"ELLIS"
"1410","H2VA10216","REEVES, BRYCE",0,"Representative","VA","7",127670,"REEVES"
"1411","H2VA10240","CAO, HUNG",0,"Representative","VA","10",1547619,"CAO"
"1412","H2VA10273","BECKWITH, DAVID",0,"Representative","VA","10",19858,"BECKWITH"
"1413","H2VA11198","DALSIMER, ALLY",1,"Representative","VA","11",25566,"DALSIMER"
"1414","H2VA11206","CLANCY, MIKE",0,"Representative","VA","10",23200,"CLANCY"
"1415","H2VA11255","MYLES, JAMES",0,"Representative","VA","11",131054,"MYLES"
"1416","H2VI00082","PLASKETT, STACEY",1,"Representative","VI","0",105722,"PLASKETT"
"1417","H2VT00144","RAM HINSDALE, KESHA",1,"Representative","VT","0",3795,"HINSDALE"
"1418","H2VT01068","GRAY, MOLLY",1,"Representative","VT","0",334309,"GRAY"
"1419","H2VT01076","BALINT, REBECCA 'BECCA'",1,"Representative","VT","0",400722,"BALINT"
"1420","H2VT01084","REDIC, ERICKA L MRS.",0,"Representative","VT","0",7603,"REDIC"
"1421","H2VT01092","CLIFFORD, SIANAY CHASE",1,"Representative","VT","0",7322,"CLIFFORD"
"1422","H2VT01100","MADDEN, LIAM",0,"Representative","VT","0",4355,"MADDEN"
"1423","H2WA01252","CAVALERI, VINCENT",0,"Representative","WA","1",83174,"CAVALERI"
"1424","H2WA02177","MATTHEWS, DAN",0,"Representative","WA","2",21649,"MATTHEWS"
"1425","H2WA02219","JOHNSON, LEIF D",0,"Representative","WA","2",6763,"JOHNSON"
"1426","H2WA03100","KENT, JOSEPH",0,"Representative","WA","3",1160420,"KENT"
"1427","H2WA03118","YAKHOUR, WADI",0,"Representative","WA","3",3450,"YAKHOUR"
"1428","H2WA03126","ST. JOHN, HEIDI",0,"Representative","WA","3",241968,"JOHN"
"1429","H2WA03134","HENNRICH, BRENT WILLIAM",1,"Representative","WA","3",10133,"HENNRICH"
"1430","H2WA03183","FRENCH, LESLIE LEIGH",0,"Representative","WA","3",401,"FRENCH"
"1431","H2WA03191","KRAFT, VICKI CALDWELL",0,"Representative","WA","3",20684,"KRAFT"
"1432","H2WA03217","GLUESENKAMP PEREZ, MARIE",1,"Representative","WA","3",2394322,"PEREZ"
"1433","H2WA04157","KLIPPERT, BRADLEY",0,"Representative","WA","4",16114,"KLIPPERT"
"1434","H2WA04165","SESSLER, JERROD",0,"Representative","WA","4",73282,"SESSLER"
"1435","H2WA04173","CULP, LOREN",0,"Representative","WA","4",130321,"CULP"
"1436","H2WA04199","WHITE, DOUG",1,"Representative","WA","4",364423,"WHITE"
"1437","H2WA05097","DANIMUS, ANN MARIE",1,"Representative","WA","5",25412,"DANIMUS"
"1438","H2WA05105","HILL, NATASHA",1,"Representative","WA","5",147171,"HILL"
"1439","H2WA06129","KILMER, DEREK",1,"Representative","WA","6",505742,"KILMER"
"1440","H2WA07119","GLUMAZ, PAUL",0,"Representative","WA","7",4325,"GLUMAZ"
"1441","H2WA07127","MOON, CLIFFORD E",0,"Representative","WA","7",2341,"MOON"
"1442","H2WA08166","SWANK, KEITH ROLAND",0,"Representative","WA","10",70431,"SWANK"
"1443","H2WA08182","LARKIN, MATT MR",0,"Representative","WA","8",766041,"LARKIN"
"1444","H2WA08190","GREYWOLF, JUSTIN",0,"Representative","WA","8",2690,"GREYWOLF"
"1445","H2WA08208","DUNN, REAGAN B",0,"Representative","WA","8",241709,"DUNN"
"1446","H2WA08216","STEPHENSON, SCOTT",0,"Representative","WA","8",228249,"STEPHENSON"
"1447","H2WA09115","GALLARDO, STEPHANIE D",1,"Representative","WA","9",37702,"GALLARDO"
"1448","H2WA09131","MARX, KRYSTAL",1,"Representative","WA","9",150,"MARX"
"1449","H2WA09156","CHAN, SEA",0,"Representative","WA","9",1100,"CHAN"
"1450","H2WA14016","GIBSON, COREY",0,"Representative","WA","4",41061,"GIBSON"
"1451","H2WI01100","ROE, ANN",1,"Representative","WI","1",355947,"ROE"
"1452","H2WI02124","POCAN, MARK",1,"Representative","WI","2",153657,"POCAN"
"1453","H2WI02173","BARRY, CHARITY",0,"Representative","WI","2",27659,"BARRY"
